scenario,source_model,source_type,tradition,axis,unit_id,checkpoint,checkpoint_scaled,lexical_density,moving_average_type_token_ratio,vocabulary_richness,mean_sentence_length,punctuation_rate,clause_density,valence,arousal,dominance,emotion_joy,emotion_sadness,emotion_fear,emotion_anger,emotion_awe,emotion_longing,embedding_01,embedding_02,embedding_03,embedding_04,embedding_05,embedding_06,embedding_07,embedding_08,embedding_09,embedding_10,embedding_11,embedding_12,rasa_sringara,rasa_karuna,rasa_shanta,rasa_bhakti,viraha_longing,monsoon_affect
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Tagore,Environmental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Tagore|Environmental|R07,12,0.8,0.5269728952812072,-0.5111946978633934,0.12577919790713388,0.8495617125097411,-0.5203270812094014,-0.46699822390042267,0.3003447411451111,0.028971327254128793,0.585443453982533,0.08047873451647203,-0.801171885449244,0.6679467417195584,0.4959271722394258,0.9025793875364514,0.6228206953213129,0.43480478837224673,0.20818766272197603,-0.2789212116394724,-0.054899430878540864,0.41668817231233557,-0.21051288334966137,0.6665467799064193,1.1959802826567487,0.234577141510798,0.29752111864757697,-1.2020848356670677,0.5999864505210506,0.8369366819968471,0.01873754665621387,0.07348968173828682,0.5574967239590858,-0.05287332427596304,0.9634397496785206
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Tagore,Environmental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Tagore|Environmental|R07,15,1.0,0.26738147122374495,-0.2587185075876678,0.3586238637421858,0.6616608073847188,-0.2445584890902445,-0.4534885644724723,0.29683515360191637,-0.08725601210648168,0.639296621619508,0.0030432863528153664,-1.1037483330608742,0.6347055366067428,0.5089546978864353,0.7927030907786576,0.5547559010686423,0.13604482622386455,0.6230898717905095,-0.4234760674550057,0.10994281784650949,0.5489441038727146,-0.1977184920502548,0.013308430082501876,0.989287674638209,0.13684696678133243,0.5753556310970541,-0.9575216063326104,0.7956550616887662,0.5837457378483635,0.14828631717176605,-0.21675900726839856,0.21324229671293493,-0.308923983246765,0.6242295015088818
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Tagore,Environmental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Tagore|Environmental|R08,0,0.0,0.11853924143508907,-0.05454239381624222,0.18536683548704308,0.07129990527832938,0.06761410744706099,0.12119411624360205,-0.02567744549173588,0.6564075287789135,-0.20626745892374965,-0.2923546515016086,0.15452767661538666,-0.1305762278945068,0.13727636046972583,0.6385300224795609,-0.21908399994457514,-0.6410190492586393,-0.4082036217724655,0.38563224462395385,0.07285178032892925,0.8525917701826589,0.18520067324047587,0.02931168357187336,-0.04056069746934607,0.3705890692182944,-0.4512885726850412,0.06097323947664675,0.24392593498110687,0.2570588582052292,-0.09203387238279417,0.16445391920673189,0.39976443183748595,0.19494921486604594,0.5610508807001685
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Tagore,Environmental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Tagore|Environmental|R08,3,0.2,0.1676261997908857,0.29641730386016074,0.06848140463593955,-0.005904218554087071,-0.06941560520976636,0.5167537433982096,0.011310716868453783,0.5077175299940107,0.05987039754511103,-0.6010187068711047,0.023239895658874316,-0.09402791298228198,0.4954123048371484,1.0284018376708683,-0.04922440138988764,-0.5869768629411848,-0.20543976753853146,0.4118918643085519,0.09983005392279236,0.9506082178182161,0.1419158874902308,0.2729995777712553,0.23296369446466314,0.3349552292596789,-0.5295004400352287,-0.17619745022571515,0.04094321903151513,0.2936490194184618,0.5259149551845678,0.7904285305909011,0.7164717207656675,0.7248932666719112,0.7568084969048638
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Tagore,Environmental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Tagore|Environmental|R08,6,0.4,0.14191774655064635,0.37043370906633377,0.3933574686253484,0.14373195141375433,0.2512295473438295,0.3381530984536558,0.3968436134166083,0.5311862422695475,0.08048131043358514,-0.5837603276281182,-0.01157966421184575,-0.06843890223022452,0.23958996913834396,0.947073764789292,0.19485772541587168,-0.3995514375611902,-0.32860486434957065,0.4866161683667296,0.16934864178988962,0.9380965436150401,0.047516364473123046,0.8041343981726065,0.3556109653973014,0.9261951318858046,-0.8482523913105848,0.09237871883193652,-0.16535938749664972,0.2902342852244179,0.5675137549319986,1.3210638027863308,1.0049819735004444,0.9330467314029504,1.6726216679232515
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Tagore,Environmental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Tagore|Environmental|R08,9,0.6,0.1646713974982039,0.13440229091819067,0.07058765448633378,0.6405181303212233,0.07671317499982717,0.5901812279034674,-0.040712678931583965,0.6113860092836221,-0.042351669686335136,-0.4981624272208893,0.010109164979555205,-0.044688881887528065,-0.09212543904452292,1.1565776674759114,0.06601359410090263,-0.4987579636824222,-0.3956497264304474,0.2871738410468831,0.2976889421197715,1.0225658262122481,0.4206489594988401,1.293783482700499,0.9784905124141456,0.6992504800227938,-0.4684168907429744,0.08485143933068824,-0.02089572006891749,0.16124107373259516,0.8912742220707459,1.5636291949459267,1.4662427357663737,1.3079301760000284,1.5067098591925467
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Tagore,Environmental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Tagore|Environmental|R08,12,0.8,0.049240280688183174,-0.04123937386946308,0.13993065183914066,-0.07880930078841736,0.2006386804352222,0.6209524761736064,0.057582505536224404,0.3857405329045691,-0.47483372305924243,-0.7680459318297898,-0.3395062343281502,0.07807973627119173,0.3807323149114331,0.9596980060281919,0.1374392592930851,-0.6925702630117102,-0.5599153154078569,0.2703958550465711,0.10562839594835373,0.9950831413198684,0.3097121218427551,0.5741522581955759,0.45357605585756283,0.6210825426505089,-0.3100730790121068,0.010250578444444738,0.44744715950082625,0.08504272729837739,0.4914700308187395,0.8563521943922436,1.2274721020336878,0.8229051546652308,1.5059482625170117
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Tagore,Environmental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Tagore|Environmental|R08,15,1.0,0.10863608657696108,-0.1522356051596514,0.39813914757004515,0.28332260139984383,0.14589400576566677,0.5024612480001103,-0.22265684131174207,0.5012028496971198,-0.36971368292895573,-0.27900142552158425,-0.004030787979036622,-0.135407408400624,0.23883757394403649,1.0532564290567439,-0.22326514725806668,-0.3469302099822054,-0.7196015414604496,0.4096545932988626,-0.1351636622268581,0.4955142690072044,0.4205913576715786,0.707469693578544,0.35421443999066227,0.4059311293410464,-0.5684209074690816,0.19555464576229892,0.30616212436471246,-0.03170295125157033,0.32227525280809044,0.6048018183296846,0.8399388392567602,0.7654969300706934,1.3972571128386115
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Wordsworth,Transcendental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Wordsworth|Transcendental|R01,0,0.0,0.9112385277260213,-0.04421853927431197,0.3468527186699092,0.19859187808023696,-0.2459308040105103,-0.16177617499488034,-0.6931944096789198,0.2165757433990142,-0.2352897763202234,0.49140527641793363,-0.024933554461811086,-0.01207456235193742,0.7836269935080271,0.7472700129253624,-0.12898770616079974,0.0644831140071538,1.0073951050924446,-0.08437748797278014,0.45229723536973,-0.17849623682373417,-0.33133366632242867,0.40878739256438074,0.5451823249293781,-0.2740569154001442,-0.23118175383613976,0.21726967413550236,-0.08893654742957063,-0.07359775748649104,0.017379059750757927,0.5149193471241854,0.7006059097796952,-0.4684489130008211,-0.3768937690875654
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Wordsworth,Transcendental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Wordsworth|Transcendental|R01,3,0.2,0.7293476017665732,0.11192903135146422,0.37528023154295354,-0.12278490429233399,-0.17005824700667047,0.14305762427539936,-0.4060179163339555,0.20415474662372726,-0.358660522951312,0.1492455610190881,-0.19187408079881227,-0.3044179969568037,0.5529511598482296,1.6338849259256853,-0.039529788692042295,0.6154937084702451,1.0803589050416962,-0.09471939521138065,0.28755475230531535,0.18965971889507555,0.2273976315581639,0.2578554557595623,0.2532725233671631,-0.24894310934134892,0.06002794358584132,-0.07140434678481254,-0.08597973042900865,-0.21107139283901072,-0.032133595977928274,0.6164912557386901,0.6963781448206712,-0.7336331561403144,-0.36682905019386597
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Wordsworth,Transcendental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Wordsworth|Transcendental|R01,6,0.4,0.6462631785900156,0.5456025273124171,0.22319270871390468,0.33873460011618617,-0.26093754562537436,0.30950259625188137,-0.10380620873324317,0.026766440296209837,-0.061156658511238145,0.14149806134881526,-0.07124617767148043,0.010611984790908788,0.17517680338543745,2.269704461737784,-0.18527906349338952,0.9213727175292832,0.9421603439345748,0.33818664689733346,0.16477945992482318,0.14559501879557812,-0.19873571594159536,0.4650631420626769,0.4438010487498062,-0.038171743829578775,0.5542893576891761,-0.056873216005002294,-0.05279233718606904,0.016895531769532623,0.19560890544196355,0.4870034609223463,0.9779456863192828,-0.4348210285230956,-0.23547187472765513
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Wordsworth,Transcendental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Wordsworth|Transcendental|R01,9,0.6,0.8254716849699338,0.5544669276485339,0.04690882908785825,0.4245607382447599,-0.2598019005288809,0.2702312975829282,0.06324700588508474,0.21044300743587377,0.2659822871094235,0.13950193883625583,-0.037715065599004116,-0.11757443042961353,0.5842482609992163,3.2776917068099456,-0.06930639667055935,0.8049258662436367,1.0607414346332462,-0.04130492435683472,0.3805586168913857,0.9014544329272203,-0.3665610165243612,0.38568605803352607,0.18022763041752535,-0.2685374610408018,0.6710212707722547,0.13111626322436,-0.08024543777004553,-0.3252792282865819,0.12886601141097034,0.6861207085950004,0.8238586906686167,-0.4076874570319562,-0.22271333785111191
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Wordsworth,Transcendental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Wordsworth|Transcendental|R01,12,0.8,0.7532763056084054,0.2816323309185471,0.23162204784859958,0.1889478630712253,-0.24902667831618006,-0.13609509332732625,0.056433871790056434,-0.02551034449074585,-0.026612369903297267,0.061251403815467884,-0.2995518646345364,-0.12209660649949129,0.574351085518047,2.803441054431445,-0.3104990669958252,0.5856220834623441,0.7120008432857148,-0.15635349093720646,0.23520992198578325,0.6973037252450591,-0.061059765577735015,0.17736597029559248,0.23655704144625994,-0.36376840827362467,0.2672473811571167,-0.10648129204658584,-0.32147169393328034,-0.09784778347124672,0.08168129458158557,0.5869167313616687,0.704421924823378,-0.26580872774485187,-0.31164349821138126
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Wordsworth,Transcendental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Wordsworth|Transcendental|R01,15,1.0,0.6130395929961631,0.28220256372758273,0.32427127515276016,0.39999396650471786,-0.4564413515591016,0.1342971480707178,-0.10588268167900503,0.13030596227669314,-0.1393764521893107,0.0848232957455393,-0.14677119171183298,0.08890847097117316,0.5572216814980784,2.1805832465671275,-0.12516265074752073,0.4872049229564003,0.9956520525061018,0.06631207474197864,0.37511677510029395,0.19413180863208265,-0.0934862689419254,0.5275219286847502,0.2951574863177817,-0.65134982991725,0.02089389407853845,0.43297442758464966,-0.31706644643375115,-0.08848269033483411,0.14566120819100692,0.724543089650969,0.9591034847829618,-0.252354502081783,-0.3785687600086732
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Wordsworth,Transcendental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Wordsworth|Transcendental|R02,0,0.0,-0.1633330042933467,0.03284509392506546,-0.14037298984761204,0.9927598330358831,-0.4403254338410943,-0.40598337654218186,0.06904714530989661,0.7353646470640014,-0.03285703899520975,0.20298683080635574,-0.17264865898202947,-0.3566410556591317,-0.02524569955316653,0.37283218700075105,0.2075603078947803,0.7691252761375346,0.5714783245736327,-0.32410038881920794,-0.3898418189590007,-0.18558327216699066,-0.37035075934301886,0.06598154307779401,-0.27876552075022143,0.41515895808305026,-0.13664446196243563,-0.2613086674821381,0.43734845104334047,0.17008186822552784,0.5670281190350939,0.9790345806903085,0.5973116796630724,0.11041866252669152,0.15624324057941089
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Wordsworth,Transcendental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Wordsworth|Transcendental|R02,3,0.2,0.14013104265850734,0.8430211916627083,-0.13805502153625668,1.0331623946331143,-0.2273120556507168,-0.0036809458633320913,0.02571163753862607,0.22431593831760588,0.2509119289410669,0.17216467492102386,-0.2911152054252919,-0.5499168138781789,-0.19160623789022294,1.2868718623601676,-0.030184685287761706,1.0206361852157635,0.40302436312663203,-0.4428989915157497,-0.3157476370866522,0.2050651682819718,-0.15594660632067708,-0.06657381108831165,-0.20892612073741126,0.6458300226497149,0.03855069612782436,-0.17925377622420585,0.29524544690561666,0.39157169202807046,0.2660943462844146,1.5342757945467707,0.7431266408725264,0.4618815687606199,-0.09387293818332809
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Wordsworth,Transcendental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Wordsworth|Transcendental|R02,6,0.4,-0.008458439789058608,0.6683217812321594,0.03941442641294489,1.418414410040252,-0.4821126272434455,-0.11282781091297409,0.32173508213496393,0.3925394819263456,-0.07103299076877606,0.4031830115135744,-0.356811521766053,-0.29818865843783837,-0.07921320663005105,2.063184477839563,-0.0798357331072613,1.47744296106435,0.2744013680662098,-0.5991465125574484,-0.43450588570548626,0.5711212619803815,0.08146134631348861,-0.1569578843499049,-0.32707188070875776,0.3128248256097956,0.4194459558385314,-0.1929359017640782,0.6491851482822742,0.30783069289497955,0.2451832726144646,1.1474549530863105,0.8504315013939336,0.032232651304309703,-0.3642267768488309
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Wordsworth,Transcendental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Wordsworth|Transcendental|R02,9,0.6,0.042941682543523055,0.8369151917811425,-0.003361715328652634,1.2322439628378687,-0.2866866170424204,-0.04716684303978433,0.3939917701854846,0.3904368826621487,0.09107096274119525,0.3031823953108387,-0.3209693392733955,-0.4223487987938841,0.010483395627103542,2.8056911751692715,-0.09141811061513638,1.6758743853443814,0.3904156433807696,-0.07886154187458963,-0.5110112250624436,0.8441339371887046,-0.29326965180958003,-0.10691943136977172,-0.2463887203569573,0.09297313483139591,0.7249383043899608,-0.010428295218818315,-0.12824647838166656,0.07995646048702865,0.42612053937784966,1.520897596769915,0.7707745149683174,0.1467975269810467,-0.16426037257845577
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Wordsworth,Transcendental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Wordsworth|Transcendental|R02,12,0.8,0.10320502605735443,0.497565479983702,-0.07899672727402081,0.9830010183020255,-0.22495606005726385,0.037141601489744554,0.3715004366795699,0.34655043809342967,0.2057283252371267,0.3078006604959763,-0.09907415830292848,-0.04469361586621212,-0.04228234722008939,2.2440398993690844,0.0552907075585102,1.3030893350326582,0.038219940300311006,-0.5288450499175308,-0.3141514552100955,0.22892904554451177,-0.5882702206934398,0.18993714190806366,0.022518687013037803,0.6386986193141897,0.34436645086281525,-0.1069295867527181,0.0738587925724701,0.2622849837839662,0.20951144308117,0.884077596763746,0.8672488158424306,-0.020856460109162367,-0.1263728038636105
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Wordsworth,Transcendental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Wordsworth|Transcendental|R02,15,1.0,0.09588889879385243,0.21511843644079479,0.16906590400174581,1.132926337493255,-0.3502256086605261,0.1973815544729111,0.22157565223386516,0.057432313976592875,0.35061662286937234,0.4976149317917844,-0.5364571143197502,-0.2621413730804975,-0.1565459858938283,1.6456178770791996,-0.37595406797029873,1.1971136104546751,0.36043408171025526,-0.512207046549921,-0.32154214901456235,0.5322174499739813,-0.004390348637255764,0.2173959361331151,0.05200926407096623,0.4402523890155352,0.1916284054417286,-0.09198468653964509,0.41167694798080245,0.2537940585834249,0.3442654418630181,1.0462512577122072,0.7894832585438237,0.01174286490887183,-0.126284805641917
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Wordsworth,Transcendental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Wordsworth|Transcendental|R03,0,0.0,0.3495267291032391,0.14494680226304968,-0.13801338112168832,0.37247725551724475,0.4372490716104128,0.12981405540146093,0.14269119120971674,0.15503946819083433,0.08351671663274171,-0.08793751645418646,-0.19792894041029638,-0.20508667593141494,0.5650336316862338,0.8404966524186342,-0.813330363616958,0.7438385314887916,0.31515819581327714,-0.3530020980534233,0.0851591732207174,0.16121057991334484,-0.375312003456319,-0.45910095105379617,0.08186673789057705,0.012132175501231482,-0.628794772071744,-0.32986147372872887,-0.10037349993676786,0.20281646153820415,0.12594264823647822,0.36612995640583734,0.4762111729115661,-0.5831462013068592,-0.5086147370329581
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Wordsworth,Transcendental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Wordsworth|Transcendental|R03,3,0.2,0.37191299398066924,0.6611689351118939,-0.1141102160858457,0.4710636564207566,0.2322172938436504,0.31873790147804587,0.15433109634846237,0.1118986972307332,0.40689307303730543,-0.0141703515249951,0.16302728671535077,-0.3106530925020478,0.6776789798267139,1.6461398040093256,-0.9755538832862412,1.2786661555578172,0.05201643292516918,-0.15729743047501987,0.11554979303527303,0.2768527362974601,0.11964861262818857,-0.33859368011608654,0.5472630109943413,-0.08152593477853194,-0.24686872425779413,-0.3018182012848061,-0.40820313152342935,0.4244908364208567,0.16486762030969404,0.6574073865792205,0.3630379743463031,-0.7091395009086288,-0.8497303904798859
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Wordsworth,Transcendental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Wordsworth|Transcendental|R03,6,0.4,0.41133141573678156,0.7362397591263053,0.051351087418892986,0.5378937629298823,0.31409640368821734,0.37618821301855254,0.376746862534889,0.5630936624155457,0.2952564548484168,-0.35488878364864085,-0.23307302783322986,-0.26709961093618206,0.5210423733198067,2.6100969721652105,-0.7825555305772738,1.50743070704523,0.08278024327090834,-0.11139356417034117,-0.08731922343853071,0.6951953297080755,-0.3090434652740059,-0.4161486869389014,0.4700161700467668,-0.20714251107743573,0.3518747226277893,-0.44480909393891455,0.12227516961494811,0.3166148127214695,-0.00418647540698297,0.6012679742336267,0.30446076188194,-0.7147954678908477,-0.46311362511843834
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Wordsworth,Transcendental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Wordsworth|Transcendental|R03,9,0.6,0.11820954811614173,1.0822400918168893,-0.11280707781095609,0.812661236172847,0.29086424958200313,0.618165692160022,0.502636342670036,0.5340169278642484,0.5931121121419741,-0.19292019194388083,-0.35423809760329444,-0.48774471835408234,0.5392563982578235,3.1967372453291114,-0.9154457694812742,1.8330790452168695,0.07238679451642206,-0.14020384376381517,0.02410322796003317,0.46041756545953133,0.06507867779467275,-0.737812117920271,0.43481351791849315,0.0329074550856882,0.5884597717959953,-0.41082154332893184,-0.1854296475735513,0.2402743843099021,0.17553188599848607,0.7341230696630949,0.1707388657759387,-0.5351340058679912,-0.9728210985417629
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Wordsworth,Transcendental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Wordsworth|Transcendental|R03,12,0.8,0.18271301756485178,0.8843568477647625,-0.11062661936607243,0.5466672509420752,0.4001417354329757,0.580354698176383,0.33795898581527256,0.5502916902223531,0.7002599845765323,0.007221102808355084,-0.1842486733684604,-0.270388167756575,0.6018130018664438,2.577666008698344,-1.3453619372752708,1.6241639106706103,0.18689216418502436,-0.06279477467172545,0.2378568843963207,0.7340311848161054,0.05187520642231778,-0.090589380856128,0.3834086490593354,-0.12321081701465131,0.44200663997062495,-0.03347039579258915,-0.3739944301795757,0.3208955193242764,0.5016384030066656,0.5352192748951228,0.16037811819747064,-0.658431104832647,-0.6923008648121679
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Wordsworth,Transcendental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Wordsworth|Transcendental|R03,15,1.0,0.5680816885466966,0.3406909092178513,-0.026980044687373597,0.6335899573621344,0.4103083142327045,0.3827792109292203,-0.004429134979276328,0.6439207340229572,0.33956963801080065,-0.1683383029074069,-0.028658160690805463,-0.5475075970531128,0.38906140380902854,2.121275604491785,-0.7643522544188582,1.132096345857374,0.05517148482022821,0.22886655196625771,0.32367160216712565,0.37689606633645023,-0.25956530693144125,-0.2063167225264989,0.35345958022318136,-0.06649323732615449,0.0587437712617573,-0.17581091138029875,-0.5028286939485577,0.090214404301667,0.05711371574148695,0.695234176284684,0.2131086551703992,-0.7667454903556861,-0.8813161013217881
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Wordsworth,Transcendental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Wordsworth|Transcendental|R04,0,0.0,0.6305628589159076,-0.4588846389997099,0.9345464103820843,-0.21153268300269018,-0.21817649794768018,-0.026262440206448884,0.7492389460916032,-0.23056386693176148,-0.9476238176028489,0.31847397696106694,-0.0011419082716855322,0.2517980263478482,0.16633447597541112,0.6770495112746626,-0.9704518819454903,1.6469553889211752,-0.304187191725362,0.14744957726911495,-0.10737031766031868,0.048253115712817776,0.6676083286572012,-0.23717875144601186,0.11325101064946005,0.2902118949854416,0.6915247269198159,-0.22410894303207624,0.45388254428671915,0.30975914419479667,0.7300597698822213,-0.021180157856958703,0.395856619587701,0.9436791833860371,0.14216613846988696
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Wordsworth,Transcendental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Wordsworth|Transcendental|R04,3,0.2,0.362988518774903,-0.03609660903557674,0.6502980472093962,0.35910486103734496,-0.12826383245102685,-0.303829827594605,0.8355621755993007,-0.24730173869910466,-0.9313602818322504,0.39282643287576813,-0.2758190223620278,0.09513276362888076,0.09346674557290038,1.5693387510720733,-1.0388022781573747,1.7687982151985775,-0.23605262512200667,0.004964577411624843,-0.0249158420626705,0.42797230101451444,0.8322715862212937,-0.13077033681156663,0.2340036933059505,0.7164948796792119,0.8946783237703073,-0.04672756329822653,0.2788396013615109,0.2684134303223407,0.18637272070542393,-0.009165866582531254,0.3485689843328581,0.724587176280853,0.3192242434865551
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Wordsworth,Transcendental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Wordsworth|Transcendental|R04,6,0.4,0.6049832782340493,-0.20896864324810743,0.5959845700233781,0.627521961515801,-0.1905316959828549,0.21677655577210495,1.2793694494077807,-0.23722442599783464,-0.6697728089718153,0.8036192681863851,-0.48959219220854183,0.21414924302598404,-0.31376647736637686,2.368296665557597,-0.6772676722712865,2.0775500663313093,-5.206140646134283e-05,0.5152651767990384,-0.1234697160270348,0.6791365766804024,0.5778732833982158,-0.3196567368456431,0.1061921064706901,0.6021860420451157,1.1303935721250777,-0.0772695338061736,0.16299100039916717,0.1169830337288432,0.2554027205410894,0.17416924856001553,0.4900085647737148,0.6219545944131778,0.24390336108550043
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Wordsworth,Transcendental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Wordsworth|Transcendental|R04,9,0.6,0.5205010770033616,0.15018296078046772,0.8290724992192113,0.34394984835530473,-0.15059664181975294,0.436897902449045,1.3138283917365041,-0.416608642518359,-0.5116032119405358,0.3675568936021469,-0.04710949893553329,0.45934958807031157,-0.0841491554679113,2.9277151169740625,-1.1309701342504197,2.348061671759721,-0.18379821143126365,0.10789692196965454,-0.10857036340042764,1.1501994576116763,0.6651843219368705,-0.13418205231478852,0.11828492314707753,0.6180992858842389,1.759286090423209,-0.2988315036805433,0.5023122097719346,0.1690419976040144,0.3789833855533581,0.25753382175046535,0.48819598289129473,0.7744571154509413,0.4018714898156358
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Wordsworth,Transcendental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Wordsworth|Transcendental|R04,12,0.8,0.5137322476521108,-0.04150891776480726,0.8113994287425766,0.39205592657219374,0.09758465248412013,-0.03212963374159959,1.0668178714930385,-0.31933197834859717,-0.5481627324606423,0.5716907427375922,-0.2631706038119509,0.2999632297863593,0.1536349973136942,2.0485234557978726,-0.6763399132275504,1.9394880248254225,-0.06369290466130417,0.08010912626826994,-0.09087790166512226,0.8340177278217286,0.7201828916234597,-0.0005917852697227832,0.1275017959416539,0.7321645272691655,1.22387254091881,-0.152683673641295,0.3313741593872158,-0.08991917178508196,0.09063584390386992,-0.09081382544580158,0.365946728420855,0.5973678881554435,0.3621128183466647
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Wordsworth,Transcendental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Wordsworth|Transcendental|R04,15,1.0,0.3098052389265574,-0.3428937455838983,0.7119756289767554,0.2916663335912827,0.07845788224294722,0.11862134974302849,1.1294545307783594,-0.23322424497161062,-0.8782273943987011,0.5960977710945808,-0.3156864798182719,0.2886234639317027,0.2554742030446,1.8053256333346452,-0.5408362000920668,1.669647377248679,0.08156174073771646,0.17798644863308805,-0.2712307004508817,0.5348366009675348,0.4782146257186457,-0.39869521579234557,0.15903356464757323,0.47014140464463106,0.7517127576908786,-0.48596141595635867,0.28457990463323946,0.5283927062443591,0.1911794191310107,0.11560700443526825,0.28841797781167855,0.6841009336754734,0.15276574698609635
S2_Claude_Snapback_Open_Sustained_Drift,Claude_Proprietary,AI,Wordsworth,Transcendental,S2_Claude_Snapback_Open_Sustained_Drift|Claude_Proprietary|Wordsworth|Transcendental|R05,0,0.0,-0.017009376608503157,-0.06500886960679994,0.21022620364918077,-0.7357493512833831,0.11344739135042692,0.5690162184187572,-0.4648765089956053,0.48620462274748694,-0.41532646240954896,0.276429819431639,0.5786342735388527,0.511632438790802,-0.5239134957921617,1.0075430049455725,-0.317311546222579,0.4928961235637079,0.19577720158072004,-0.22631546858886648,-0.05288876685634486,-0.490399220386153,-0.465277138077014,0.42896672001212965,-0.09384049152336847,0.765988181833117,-0.3938390753261747,0.1827697799046188,0.2261977942978961,-0.32578267587450965,0.01928941052041075,0.37968007148281574,0.5489216257048493,-0.37331639198399547,-0.8663940744335067
